SITE_ID,lat,long,SITE_ID_old,SITE_ID_CORR_IND,DEC_sample_type,sys_sample_code,sample_name,SEIH_EVENT_SMAS_HISTORY_ID,data_provider,sample_matrix_code,sample_type_code,sample_source,parent_sample_code,sample_delivery_group,sample_date,sys_loc_code,start_depth,end_depth,depth_unit,chain_of_custody,sent_to_lab_date,sample_receipt_date,sampler,sampling_company_code,sampling_reason,sampling_technique,task_code,collection_quarter,composite_yn,composite_desc,sample_class,custom_field_1,custom_field_2,custom_field_3,comment.x,EVENT_SMAS_ID,type,lab_anl_method_name,analysis_date,fraction,column_number,test_type,lab_matrix_code,analysis_location,basis,container_id,dilution_factor,prep_method,prep_date,leachate_method,leachate_date,lab_name_code,qc_level,lab_sample_id,percent_moisture,subsample_amount,subsample_amount_unit,analyst_name,instrument_id,comment.y,preservative,final_volume,final_volume_unit,cas_rn,chemical_name,result_value,result_error_delta,result_type_code,reportable_result,detect_flag,lab_qualifiers,validator_qualifiers,interpreted_qualifiers,validated_yn,method_detection_limit,reporting_detection_limit,quantitation_limit,result_unit,detection_limit_unit,tic_retention_time,minimum_detectable_conc,counting_error,uncertainty,critical_value,validation_level,result_comment,qc_original_conc,qc_spike_added,qc_spike_measured,qc_spike_recovery,qc_dup_original_conc,qc_dup_spike_added,qc_dup_spike_measured,qc_dup_spike_recovery,qc_rpd,qc_spike_lcl,qc_spike_ucl,qc_rpd_cl,qc_spike_status,qc_dup_spike_status,qc_rpd_status,lab_sdg,Final_SMAS_ID
12-BUNN-2.4,42.977045,-74.181275,12-BUNN-2.4-20240613-W,N,N,12-BUNN-2.4-20240613-W,,,MRBP,WS,N,Field,,RCREL20240613,6/13/2024 11:20,12-BUNN-2.4,NA,NA,NA,,NA,6/13/2024,,NYSDEC/SUNY COBLESKILL,,grab,SC,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,"Colilert-18, -24",6/13/2024,T,NA,initital,WS,LB,NA,NA,1,NA,NA,NA,NA,CREL,quant,,NA,0,mL,NA,NA,NA,NA,NA,mL,68583-22-2,E. COLI,410.6,NA,TRG,Yes,Y,,NA,,NA,NA,NA,0,cfu/100mL,cfu/100mL,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RCREL20240613,12-BUNN-2.4-20240613-W
12-BUNN-2.4,42.977045,-74.181275,12-BUNN-2.4-20240614-W,N,N,12-BUNN-2.4-20240614-W,,,MRBP,WS,N,Field,,RCREL20240614,6/14/2024 11:59,12-BUNN-2.4,NA,NA,NA,,NA,6/14/2024,,NYSDEC/SUNY COBLESKILL,,grab,SC,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,"Colilert-18, -24",6/14/2024,T,NA,initital,WS,LB,NA,NA,1,NA,NA,NA,NA,CREL,quant,,NA,0,mL,NA,NA,NA,NA,NA,mL,68583-22-2,E. COLI,648.8,NA,TRG,Yes,Y,,NA,,NA,NA,NA,0,cfu/100mL,cfu/100mL,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RCREL20240614,12-BUNN-2.4-20240614-W
12-BUNN-2.4,42.977045,-74.181275,12-BUNN-2.4-20240619-W,N,N,12-BUNN-2.4-20240619-W,,,MRBP,WS,N,Field,,RCREL20240619,6/19/2024 9:24,12-BUNN-2.4,NA,NA,NA,,NA,6/19/2024,,NYSDEC/SUNY COBLESKILL,,grab,SC,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,"Colilert-18, -24",6/19/2024,T,NA,initital,WS,LB,NA,NA,1,NA,NA,NA,NA,CREL,quant,,NA,0,mL,NA,NA,NA,NA,NA,mL,68583-22-2,E. COLI,>2419.6,NA,TRG,Yes,Y,>,NA,,NA,NA,NA,0,cfu/100mL,cfu/100mL,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RCREL20240619,12-BUNN-2.4-20240619-W
12-BUNN-2.4,42.977045,-74.181275,12-BUNN-2.4-20240621-W,N,N,12-BUNN-2.4-20240621-W,,,MRBP,WS,N,Field,,RCREL20240621,6/21/2024 11:58,12-BUNN-2.4,NA,NA,NA,,NA,6/21/2024,,NYSDEC/SUNY COBLESKILL,,grab,SC,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,"Colilert-18, -24",6/21/2024,T,NA,initital,WS,LB,NA,NA,1,NA,NA,NA,NA,CREL,quant,,NA,0,mL,NA,NA,NA,NA,NA,mL,68583-22-2,E. COLI,1046.2,NA,TRG,Yes,Y,,NA,,NA,NA,NA,0,cfu/100mL,cfu/100mL,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RCREL20240621,12-BUNN-2.4-20240621-W
12-BUNN-2.4,42.977045,-74.181275,12-BUNN-2.4-20240627-W,N,N,12-BUNN-2.4-20240627-W,,,MRBP,WS,N,Field,,RCREL20240627,6/27/2024 10:02,12-BUNN-2.4,NA,NA,NA,,NA,6/27/2024,,NYSDEC/SUNY COBLESKILL,,grab,SC,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,"Colilert-18, -24",6/27/2024,T,NA,initital,WS,LB,NA,NA,1,NA,NA,NA,NA,CREL,quant,,NA,0,mL,NA,NA,NA,NA,NA,mL,68583-22-2,E. COLI,272.3,NA,TRG,Yes,Y,,NA,,NA,NA,NA,0,cfu/100mL,cfu/100mL,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RCREL20240627,12-BUNN-2.4-20240627-W
12-BUNN-2.4,42.977045,-74.181275,12-BUNN-2.4-20240628-W,N,N,12-BUNN-2.4-20240628-W,,,MRBP,WS,N,Field,,RCREL20240628,6/28/2024 10:32,12-BUNN-2.4,NA,NA,NA,,NA,6/28/2024,,NYSDEC/SUNY COBLESKILL,,grab,SC,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,"Colilert-18, -24",6/28/2024,T,NA,initital,WS,LB,NA,NA,1,NA,NA,NA,NA,CREL,quant,,NA,0,mL,NA,NA,NA,NA,NA,mL,68583-22-2,E. COLI,686.7,NA,TRG,Yes,Y,,NA,,NA,NA,NA,0,cfu/100mL,cfu/100mL,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RCREL20240628,12-BUNN-2.4-20240628-W
12-BUNN-2.4-DUP,42.977045,-74.181275,12-BUNN-2.4-DUP-20240614-W,N,SEQ,12-BUNN-2.4-DUP-20240614-W,,,MRBP,WS,N,Field,,RCREL20240614,6/14/2024 11:59,12-BUNN-2.4-DUP,NA,NA,NA,,NA,6/14/2024,,NYSDEC/SUNY COBLESKILL,,grab,SC,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,"Colilert-18, -24",6/14/2024,T,NA,initital,WS,LB,NA,NA,1,NA,NA,NA,NA,CREL,quant,,NA,0,mL,NA,NA,NA,NA,NA,mL,68583-22-2,E. COLI,410.6,NA,TRG,Yes,Y,,NA,,NA,NA,NA,0,cfu/100mL,cfu/100mL,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RCREL20240614,12-BUNN-2.4-20240614-W-SEQ
12-BUNN-2.4-FB,42.977045,-74.181275,12-BUNN-2.4-FB-20240614-W,N,FB,12-BUNN-2.4-FB-20240614-W,,,MRBP,WS,N,Field,,RCREL20240614,6/14/2024 11:59,12-BUNN-2.4-FB,NA,NA,NA,,NA,6/14/2024,,NYSDEC/SUNY COBLESKILL,,grab,SC,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,"Colilert-18, -24",6/14/2024,T,NA,initital,WS,LB,NA,NA,1,NA,NA,NA,NA,CREL,quant,,NA,0,mL,NA,NA,NA,NA,NA,mL,68583-22-2,E. COLI,<1,NA,TRG,Yes,N,<,NA,,NA,NA,NA,0,cfu/100mL,cfu/100mL,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RCREL20240614,12-BUNN-2.4-20240614-W-FB
12-CAJO-5.1,42.876368,-74.602788,12-CAJO-5.1-20240612-W,N,N,12-CAJO-5.1-20240612-W,,,MRBP,WS,N,Field,,RCREL20240612,6/12/2024 12:44,12-CAJO-5.1,NA,NA,NA,,NA,6/12/2024,,NYSDEC/SUNY COBLESKILL,,grab,SC,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,"Colilert-18, -24",6/12/2024,T,NA,initital,WS,LB,NA,NA,1,NA,NA,NA,NA,CREL,quant,,NA,0,mL,NA,NA,NA,NA,NA,mL,68583-22-2,E. COLI,686.7,NA,TRG,Yes,Y,,NA,,NA,NA,NA,0,cfu/100mL,cfu/100mL,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RCREL20240612,12-CAJO-5.1-20240612-W
12-CAJO-5.1,42.876368,-74.602788,12-CAJO-5.1-20240614-W,N,N,12-CAJO-5.1-20240614-W,,,MRBP,WS,N,Field,,RCREL20240614,6/14/2024 12:29,12-CAJO-5.1,NA,NA,NA,,NA,6/14/2024,,NYSDEC/SUNY COBLESKILL,,grab,SC,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,"Colilert-18, -24",6/14/2024,T,NA,initital,WS,LB,NA,NA,1,NA,NA,NA,NA,CREL,quant,,NA,0,mL,NA,NA,NA,NA,NA,mL,68583-22-2,E. COLI,435.2,NA,TRG,Yes,Y,,NA,,NA,NA,NA,0,cfu/100mL,cfu/100mL,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RCREL20240614,12-CAJO-5.1-20240614-W
12-CAJO-5.1,42.876368,-74.602788,12-CAJO-5.1-20240625-W,N,N,12-CAJO-5.1-20240625-W,,,MRBP,WS,N,Field,,RCREL20240625,6/25/2024 11:18,12-CAJO-5.1,NA,NA,NA,,NA,6/25/2024,,NYSDEC/SUNY COBLESKILL,,grab,SC,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,"Colilert-18, -24",6/25/2024,T,NA,initital,WS,LB,NA,NA,1,NA,NA,NA,NA,CREL,quant,,NA,0,mL,NA,NA,NA,NA,NA,mL,68583-22-2,E. COLI,866.4,NA,TRG,Yes,Y,,NA,,NA,NA,NA,0,cfu/100mL,cfu/100mL,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RCREL20240625,12-CAJO-5.1-20240625-W
12-CAJO-5.1,42.876368,-74.602788,12-CAJO-5.1-20240626-W,N,N,12-CAJO-5.1-20240626-W,,,MRBP,WS,N,Field,,RCREL20240626,6/26/2024 10:22,12-CAJO-5.1,NA,NA,NA,,NA,6/26/2024,,NYSDEC/SUNY COBLESKILL,,grab,SC,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,"Colilert-18, -24",6/26/2024,T,NA,initital,WS,LB,NA,NA,1,NA,NA,NA,NA,CREL,quant,,NA,0,mL,NA,NA,NA,NA,NA,mL,68583-22-2,E. COLI,613.1,NA,TRG,Yes,Y,,NA,,NA,NA,NA,0,cfu/100mL,cfu/100mL,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RCREL20240626,12-CAJO-5.1-20240626-W
12-CAJO-5.1,42.876368,-74.602788,12-CAJO-5.1-20240702-W,N,N,12-CAJO-5.1-20240702-W,,,MRBP,WS,N,Field,,RCREL20240702,7/2/2024 10:37,12-CAJO-5.1,NA,NA,NA,,NA,7/2/2024,,NYSDEC/SUNY COBLESKILL,,grab,SC,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,"Colilert-18, -24",7/2/2024,T,NA,initital,WS,LB,NA,NA,1,NA,NA,NA,NA,CREL,quant,,NA,0,mL,NA,NA,NA,NA,NA,mL,68583-22-2,E. COLI,387.3,NA,TRG,Yes,Y,,NA,,NA,NA,NA,0,cfu/100mL,cfu/100mL,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RCREL20240702,12-CAJO-5.1-20240702-W
12-CAJO-5.1,42.876368,-74.602788,12-CAJO-5.1-20240705-W,N,N,12-CAJO-5.1-20240705-W,,,MRBP,WS,N,Field,,RCREL20240705,7/5/2024 11:03,12-CAJO-5.1,NA,NA,NA,,NA,7/5/2024,,NYSDEC/SUNY COBLESKILL,,grab,SC,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,"Colilert-18, -24",7/5/2024,T,NA,initital,WS,LB,NA,NA,1,NA,NA,NA,NA,CREL,quant,,NA,0,mL,NA,NA,NA,NA,NA,mL,68583-22-2,E. COLI,101,NA,TRG,Yes,Y,,NA,,NA,NA,NA,0,cfu/100mL,cfu/100mL,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RCREL20240705,12-CAJO-5.1-20240705-W
12-CAJO-5.1-DUP,42.876368,-74.602788,12-CAJO-5.1-DUP-20240625-W,N,SEQ,12-CAJO-5.1-DUP-20240625-W,,,MRBP,WS,N,Field,,RCREL20240625,6/25/2024 11:18,12-CAJO-5.1-DUP,NA,NA,NA,,NA,6/25/2024,,NYSDEC/SUNY COBLESKILL,,grab,SC,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,"Colilert-18, -24",6/25/2024,T,NA,initital,WS,LB,NA,NA,1,NA,NA,NA,NA,CREL,quant,,NA,0,mL,NA,NA,NA,NA,NA,mL,68583-22-2,E. COLI,980.4,NA,TRG,Yes,Y,,NA,,NA,NA,NA,0,cfu/100mL,cfu/100mL,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RCREL20240625,12-CAJO-5.1-20240625-W-SEQ
12-CAJO-5.1-FB,42.876368,-74.602788,12-CAJO-5.1-FB-20240625-W,N,FB,12-CAJO-5.1-FB-20240625-W,,,MRBP,WS,N,Field,,RCREL20240625,6/25/2024 11:18,12-CAJO-5.1-FB,NA,NA,NA,,NA,6/25/2024,,NYSDEC/SUNY COBLESKILL,,grab,SC,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,"Colilert-18, -24",6/25/2024,T,NA,initital,WS,LB,NA,NA,1,NA,NA,NA,NA,CREL,quant,,NA,0,mL,NA,NA,NA,NA,NA,mL,68583-22-2,E. COLI,<1,NA,TRG,Yes,N,<,NA,,NA,NA,NA,0,cfu/100mL,cfu/100mL,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RCREL20240625,12-CAJO-5.1-20240625-W-FB
12-CANE-0.5,43.005966,-74.741205,12-CANE-0.5-20240612-W,N,N,12-CANE-0.5-20240612-W,,,MRBP,WS,N,Field,,RCREL20240612,6/12/2024 11:27,12-CANE-0.5,NA,NA,NA,,NA,6/12/2024,,NYSDEC/SUNY COBLESKILL,,grab,SC,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,"Colilert-18, -24",6/12/2024,T,NA,initital,WS,LB,NA,NA,1,NA,NA,NA,NA,CREL,quant,,NA,0,mL,NA,NA,NA,NA,NA,mL,68583-22-2,E. COLI,64.4,NA,TRG,Yes,Y,,NA,,NA,NA,NA,0,cfu/100mL,cfu/100mL,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RCREL20240612,12-CANE-0.5-20240612-W
12-CANE-0.5,43.005966,-74.741205,12-CANE-0.5-20240614-W,N,N,12-CANE-0.5-20240614-W,,,MRBP,WS,N,Field,,RCREL20240614,6/14/2024 11:19,12-CANE-0.5,NA,NA,NA,,NA,6/14/2024,,NYSDEC/SUNY COBLESKILL,,grab,SC,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,"Colilert-18, -24",6/14/2024,T,NA,initital,WS,LB,NA,NA,1,NA,NA,NA,NA,CREL,quant,,NA,0,mL,NA,NA,NA,NA,NA,mL,68583-22-2,E. COLI,8.5,NA,TRG,Yes,Y,,NA,,NA,NA,NA,0,cfu/100mL,cfu/100mL,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RCREL20240614,12-CANE-0.5-20240614-W
12-CANE-0.5,43.005966,-74.741205,12-CANE-0.5-20240625-W,N,N,12-CANE-0.5-20240625-W,,,MRBP,WS,N,Field,,RCREL20240625,6/25/2024 11:43,12-CANE-0.5,NA,NA,NA,,NA,6/25/2024,,NYSDEC/SUNY COBLESKILL,,grab,SC,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,"Colilert-18, -24",6/25/2024,T,NA,initital,WS,LB,NA,NA,1,NA,NA,NA,NA,CREL,quant,,NA,0,mL,NA,NA,NA,NA,NA,mL,68583-22-2,E. COLI,53.8,NA,TRG,Yes,Y,,NA,,NA,NA,NA,0,cfu/100mL,cfu/100mL,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RCREL20240625,12-CANE-0.5-20240625-W
12-CANE-0.5,43.005966,-74.741205,12-CANE-0.5-20240627-W,N,N,12-CANE-0.5-20240627-W,,,MRBP,WS,N,Field,,RCREL20240627,6/27/2024 11:09,12-CANE-0.5,NA,NA,NA,,NA,6/27/2024,,NYSDEC/SUNY COBLESKILL,,grab,SC,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,"Colilert-18, -24",6/27/2024,T,NA,initital,WS,LB,NA,NA,1,NA,NA,NA,NA,CREL,quant,,NA,0,mL,NA,NA,NA,NA,NA,mL,68583-22-2,E. COLI,21.8,NA,TRG,Yes,Y,,NA,,NA,NA,NA,0,cfu/100mL,cfu/100mL,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RCREL20240627,12-CANE-0.5-20240627-W
12-CANE-0.5,43.005966,-74.741205,12-CANE-0.5-20240702-W,N,N,12-CANE-0.5-20240702-W,,,MRBP,WS,N,Field,,RCREL20240702,7/2/2024 11:27,12-CANE-0.5,NA,NA,NA,,NA,7/2/2024,,NYSDEC/SUNY COBLESKILL,,grab,SC,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,"Colilert-18, -24",7/2/2024,T,NA,initital,WS,LB,NA,NA,1,NA,NA,NA,NA,CREL,quant,,NA,0,mL,NA,NA,NA,NA,NA,mL,68583-22-2,E. COLI,48.7,NA,TRG,Yes,Y,,NA,,NA,NA,NA,0,cfu/100mL,cfu/100mL,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RCREL20240702,12-CANE-0.5-20240702-W
12-CANE-0.5,43.005966,-74.741205,12-CANE-0.5-20240705-W,N,N,12-CANE-0.5-20240705-W,,,MRBP,WS,N,Field,,RCREL20240705,7/5/2024 11:10,12-CANE-0.5,NA,NA,NA,,NA,7/5/2024,,NYSDEC/SUNY COBLESKILL,,grab,SC,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,"Colilert-18, -24",7/5/2024,T,NA,initital,WS,LB,NA,NA,1,NA,NA,NA,NA,CREL,quant,,NA,0,mL,NA,NA,NA,NA,NA,mL,68583-22-2,E. COLI,151.5,NA,TRG,Yes,Y,,NA,,NA,NA,NA,0,cfu/100mL,cfu/100mL,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RCREL20240705,12-CANE-0.5-20240705-W
12-CANE-0.5-DUP,43.005966,-74.741205,12-CANE-0.5-DUP-20240614-W,N,SEQ,12-CANE-0.5-DUP-20240614-W,,,MRBP,WS,N,Field,,RCREL20240614,6/14/2024 11:19,12-CANE-0.5-DUP,NA,NA,NA,,NA,6/14/2024,,NYSDEC/SUNY COBLESKILL,,grab,SC,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,"Colilert-18, -24",6/14/2024,T,NA,initital,WS,LB,NA,NA,1,NA,NA,NA,NA,CREL,quant,,NA,0,mL,NA,NA,NA,NA,NA,mL,68583-22-2,E. COLI,5.2,NA,TRG,Yes,Y,,NA,,NA,NA,NA,0,cfu/100mL,cfu/100mL,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RCREL20240614,12-CANE-0.5-20240614-W-SEQ
12-CANE-0.5-FB,43.005966,-74.741205,12-CANE-0.5-FB-20240614-W,N,FB,12-CANE-0.5-FB-20240614-W,,,MRBP,WS,N,Field,,RCREL20240614,6/14/2024 11:17,12-CANE-0.5-FB,NA,NA,NA,,NA,6/14/2024,,NYSDEC/SUNY COBLESKILL,,grab,SC,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,"Colilert-18, -24",6/14/2024,T,NA,initital,WS,LB,NA,NA,1,NA,NA,NA,NA,CREL,quant,,NA,0,mL,NA,NA,NA,NA,NA,mL,68583-22-2,E. COLI,<1,NA,TRG,Yes,N,<,NA,,NA,NA,NA,0,cfu/100mL,cfu/100mL,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RCREL20240614,12-CANE-0.5-20240614-W-FB
12-CANW-4.0,43.12189,-74.98054,12-CANW-4.0-20240612-W,N,N,12-CANW-4.0-20240612-W,,,MRBP,WS,N,Field,,RCREL20240612,6/12/2024 10:49,12-CANW-4.0,NA,NA,NA,,NA,6/12/2024,,NYSDEC/SUNY COBLESKILL,,grab,SC,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,"Colilert-18, -24",6/12/2024,T,NA,initital,WS,LB,NA,NA,1,NA,NA,NA,NA,CREL,quant,,NA,0,mL,NA,NA,NA,NA,NA,mL,68583-22-2,E. COLI,49.6,NA,TRG,Yes,Y,,NA,,NA,NA,NA,0,cfu/100mL,cfu/100mL,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RCREL20240612,12-CANW-4.0-20240612-W
12-CANW-4.0,43.12189,-74.98054,12-CANW-4.0-20240614-W,N,N,12-CANW-4.0-20240614-W,,,MRBP,WS,N,Field,,RCREL20240614,6/14/2024 10:41,12-CANW-4.0,NA,NA,NA,,NA,6/14/2024,,NYSDEC/SUNY COBLESKILL,,grab,SC,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,"Colilert-18, -24",6/14/2024,T,NA,initital,WS,LB,NA,NA,1,NA,NA,NA,NA,CREL,quant,,NA,0,mL,NA,NA,NA,NA,NA,mL,68583-22-2,E. COLI,83.6,NA,TRG,Yes,Y,,NA,,NA,NA,NA,0,cfu/100mL,cfu/100mL,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RCREL20240614,12-CANW-4.0-20240614-W
12-CANW-4.0,43.12189,-74.98054,12-CANW-4.0-20240624-W,N,N,12-CANW-4.0-20240624-W,,,MRBP,WS,N,Field,,RCREL20240624,6/25/2024 11:13,12-CANW-4.0,NA,NA,NA,,NA,6/25/2024,,NYSDEC/SUNY COBLESKILL,,grab,SC,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,"Colilert-18, -24",6/25/2024,T,NA,initital,WS,LB,NA,NA,1,NA,NA,NA,NA,CREL,quant,,NA,0,mL,NA,NA,NA,NA,NA,mL,68583-22-2,E. COLI,123.6,NA,TRG,Yes,Y,,NA,,NA,NA,NA,0,cfu/100mL,cfu/100mL,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RCREL20240624,12-CANW-4.0-20240624-W
12-CANW-4.0,43.12189,-74.98054,12-CANW-4.0-20240626-W,N,N,12-CANW-4.0-20240626-W,,,MRBP,WS,N,Field,,RCREL20240626,6/26/2024 10:42,12-CANW-4.0,NA,NA,NA,,NA,6/26/2024,,NYSDEC/SUNY COBLESKILL,,grab,SC,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,"Colilert-18, -24",6/26/2024,T,NA,initital,WS,LB,NA,NA,1,NA,NA,NA,NA,CREL,quant,,NA,0,mL,NA,NA,NA,NA,NA,mL,68583-22-2,E. COLI,142.1,NA,TRG,Yes,Y,,NA,,NA,NA,NA,0,cfu/100mL,cfu/100mL,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RCREL20240626,12-CANW-4.0-20240626-W
12-CANW-4.0,43.12189,-74.98054,12-CANW-4.0-20240702-W,N,N,12-CANW-4.0-20240702-W,,,MRBP,WS,N,Field,,RCREL20240702,7/2/2024 11:59,12-CANW-4.0,NA,NA,NA,,NA,7/2/2024,,NYSDEC/SUNY COBLESKILL,,grab,SC,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,"Colilert-18, -24",7/2/2024,T,NA,initital,WS,LB,NA,NA,1,NA,NA,NA,NA,CREL,quant,,NA,0,mL,NA,NA,NA,NA,NA,mL,68583-22-2,E. COLI,88.4,NA,TRG,Yes,Y,,NA,,NA,NA,NA,0,cfu/100mL,cfu/100mL,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RCREL20240702,12-CANW-4.0-20240702-W
12-CANW-4.0,43.12189,-74.98054,12-CANW-4.0-20240705-W,N,N,12-CANW-4.0-20240705-W,,,MRBP,WS,N,Field,,RCREL20240705,7/5/2024 10:29,12-CANW-4.0,NA,NA,NA,,NA,7/5/2024,,NYSDEC/SUNY COBLESKILL,,grab,SC,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,"Colilert-18, -24",7/5/2024,T,NA,initital,WS,LB,NA,NA,1,NA,NA,NA,NA,CREL,quant,,NA,0,mL,NA,NA,NA,NA,NA,mL,68583-22-2,E. COLI,73.8,NA,TRG,Yes,Y,,NA,,NA,NA,NA,0,cfu/100mL,cfu/100mL,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RCREL20240705,12-CANW-4.0-20240705-W
12-CANW-4.0-DUP,43.12189,-74.98054,12-CANW-4.0-DUP-20240614-W,N,SEQ,12-CANW-4.0-DUP-20240614-W,,,MRBP,WS,N,Field,,RCREL20240614,6/14/2024 10:41,12-CANW-4.0-DUP,NA,NA,NA,,NA,6/14/2024,,NYSDEC/SUNY COBLESKILL,,grab,SC,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,"Colilert-18, -24",6/14/2024,T,NA,initital,WS,LB,NA,NA,1,NA,NA,NA,NA,CREL,quant,,NA,0,mL,NA,NA,NA,NA,NA,mL,68583-22-2,E. COLI,131.7,NA,TRG,Yes,Y,,NA,,NA,NA,NA,0,cfu/100mL,cfu/100mL,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RCREL20240614,12-CANW-4.0-20240614-W-SEQ
