"","SITE_CODE","LATITUDE","LONGITUDE","WIPWL","PROJECT"
"1","04-BUCK-2.0",42.71334,-77.86745,"0404-0014","Undefined"
"2","04-CNEA-6.5",42.38255,-78.25355,"0403-0060","Undefined"
"3","04-OATK-4.2",43.01026,-77.79209,"0402-0027","Undefined"
"4","04-OATK-5.8",43.00563,-77.82015,"0402-0027","Undefined"
"5","04-OATK_T17-0.2",42.862,-78.05299,"0402-0031","Undefined"
"6","04-WCOY-16.5",42.576,-78.204,"0403-0019","Undefined"
"7","04-WCOY_N-2.6",42.612,-78.25699,"0403-0019","Undefined"
"8","04-WDIT-0.1",42.683558,-77.797583,"0404-0019","Undefined"
"9","04-CNEA-10.1",42.358923,-78.301007,"0403-0060","Undefined"
"10","04-CONE-1.9",42.89851,-77.76409,"0402-0038","Undefined"
"11","04-DUNN-0.1",42.541716,-77.91948,"0404-0028","Undefined"
"12","04-OATK_T17-0.4",42.864,-78.054,"0402-0031","Undefined"
"13","04-PATG-0.3",42.61027,-77.72497,"0404-0022","Undefined"
"14","04-WMRSG-0.2",42.0493,-77.9299,"0403-0074","Undefined"
"15","04-WOATK-53.3",42.681047,-78.110971,"0402-0058","Undefined"
"16","04-EKOY-10.4",42.63941,-78.13737,"0403-0045","Undefined"
"17","04-EKOY-2.2",42.53924,-78.09739,"0403-0020","Undefined"
"18","04-PERL-1.0",42.84831,-78.04304,"0402-0055","Undefined"
"19","04-PLBO-3.3",42.21377,-77.98157,"0403-0031","Undefined"
"20","04-WOLF-0.2",42.61456,-78.01183,"0403-0078","Undefined"
"21","04-GENS-35.1",42.91782,-77.75733,"0402-0009","Undefined"
"22","04-HONY-11.8",42.96682,-77.61338,"0402-0019","Undefined"
"23","04-RAGA_T40-0.2",42.47622,-77.84345,"0404-0002","Undefined"
"24","04-RICM_T9-0.4",42.72271,-77.50155,"0402-0045","Undefined"
"25","04-GENS-44.1",42.864352,-77.85034,"0402-0009","Undefined"
"26","04-HONY_T13-5.7",42.936542,-77.548448,"0402-0019","Undefined"
"27","04-HONY_T36-0.9",42.830186,-77.519034,"0402-0061","Undefined"
"28","04-HONY_T9-0.3",42.996457,-77.644052,"0402-0019","Undefined"
"29","04-RUSH-0.4",42.46475,-78.09518,"0403-0057","Undefined"
"30","04-SILO-3.6",42.71255,-77.96322,"0403-0034","Undefined"
"31","04-JCOX_S-3.7",42.794639,-77.770032,"0402-0064","Undefined"
"32","04-KNIT-0.3",42.17102,-77.98788,"0403-0035","Undefined"
"33","04-TBRU-0.1",42.571471,-78.17155,"0403-0047","Undefined"
"34","04-TOML-0.8",42.66397,-77.80641,"0404-0021","Undefined"
"35","04-UGNS-132.0",42.17073,-77.98468,"0403-0022","Undefined"
"36","04-LBRD-1.5",42.787953,-77.896488,"0402-0014","Undefined"
"37","04-LCON-0.6",42.8995,-77.75839,"0402-0075","Undefined"
"38","04-UGNS-146.5",42.02639,-77.90482,"0403-0001","Undefined"
"39","04-UGNS-60.8",42.77677,-77.84115,"0402-0009","Undefined"
"40","04-ANGL-1.1",42.29539,-78.05774,"0403-0026","Undefined"
"41","04-ANGL-12.5",42.300518,-77.882641,"0403-0026","Undefined"
"42","04-MARH_T13-1.9",42.0453,-77.72059,"0403-0027","Undefined"
"43","04-MCMI_S-5.0",42.694427,-77.64282,"0402-0078","Undefined"
"44","04-UGNS-97.8",42.479779,-78.065036,"0403-0038","Undefined"
"45","04-UGNS_T186-0.1",42.102116,-77.938592,"0403-0032","Undefined"
"46","04-ANGL-12.9",42.29833,-77.87631,"0403-0026","Undefined"
"47","04-BADN-8.7",42.580246,-77.738438,"0404-0020","Undefined"
"48","04-BEBE-1.5",42.86033,-77.53836,"0402-0067","Undefined"
"49","04-MILH-0.1",42.78913,-77.51446,"0402-0071","Undefined"
"50","04-MILH-0.9",42.78587,-77.49913,"0402-0071","Undefined"
"51","04-UGNS_T30-1.2",42.949618,-77.71784,"0402-0059","Undefined"
"52","04-VANM-8.2",42.22302,-77.8727,"0403-0011","Undefined"
"53","04-VCAM-0.4",42.25177,-78.05797,"0403-0025","Undefined"
"54","04-BIDW_T4-0.6",42.858199,-77.92603,"0402-0063","Undefined"
"55","04-MILH-3.7",42.77555,-77.45447,"0402-0071","Undefined"
"56","04-MILH_T13-0.1",42.771332,-77.451601,"0402-0071","Undefined"
"57","04-WCONI-0.6",42.715,-77.7121,"0402-0077","Undefined"
"58","04-WCOTN-0.2",42.68,-78.117,"unknown","Undefined"
"59","04-BLAK-34.9",43.0341,-78.07539,"0402-0048","Undefined"
"60","04-BLAK_N_T1-1.1",43.149342,-77.981212,"0402-0028","Undefined"
"61","04-MUCK-4.3",42.961785,-77.966507,"0402-0031","Undefined"
"62","04-NUND_T4-1.4",42.061322,-77.879,"0403-0036","Undefined"
"63","04-OATK-1.5",43.01923,-77.74744,"0402-0027","Undefined"
"64","04-WCOTN-0.5",42.677,-78.119,"unknown","Undefined"
"65","04-BLAK_T16-0.8",43.11474,-77.913668,"0402-0028","Undefined"
"66","04-BLCE-5.2",42.36841,-77.92116,"0403-0067","Undefined"
"67","04-WCOY-0.7",42.5001,-78.06837,"0403-0023","Undefined"
"68","04-WCOY-12.8",42.55634,-78.15485,"0403-0023","Undefined"
"69","03-STRL-12.5",43.258591,-76.631393,"0302-0054","Undefined"
"70","03-STRL-4.3",43.33389,-76.6525,"0302-0053","Undefined"
"71","03-THOM-0.7",43.10818,-77.46329,"0302-0023","Undefined"
"72","04-BLAK-14.7",43.0927,-77.86427,"0402-0033","Undefined"
"73","03-LSAM-11.2",43.427349,-76.187218,"0303-0015","Undefined"
"74","03-LSTN-1.0",43.802101,-76.2117,"0303-0019","Undefined"
"75","03-WMAXW-0.5",43.26459,-77.02496,"0302-0064","Undefined"
"76","03-WMLLO-0.8",43.2734,-77.31429,"0302-0072","Undefined"
"77","03-WOLC-4.0",43.225258,-76.81131,"0302-0013","Undefined"
"78","03-MAD-2.5",43.59889,-75.819,"0303-0077","Undefined"
"79","03-LTLC-1.0",43.284,-76.78099,"0302-0014","Undefined"
"80","03-MCRK-0.4",43.9528,-76.10246,"0303-0044","Undefined"
"81","03-WSECN-0.9",43.2361,-76.9754,"0302-0063","Undefined"
"82","03-WSTC-1.5",43.30418,-77.857742,"0301-0026","Undefined"
"83","03-MSHC-2.8",43.351933,-78.160187,"0301-0036","Undefined"
"84","03-ORCH-21.6",43.18979,-78.38674,"0301-0014","Undefined"
"85","03-WWHIO-1.5",43.05994,-77.385872,"0302-0030","Undefined"
"86","03-YANT-1.4",43.35043,-77.946243,"0301-0032","Undefined"
"87","03-ORCH-36.2",43.124167,-78.248417,"0301-0014","Undefined"
"88","03-ORCH-9.3",43.30103,-78.30943,"0301-0005","Undefined"
"89","03-ORCH_T28-2.1",43.098139,-78.25011,"0301-0014","Undefined"
"90","03-OTSC-0.8",43.276978,-77.850044,"0301-0029","Undefined"
"91","03-RAYS-9.1",43.7135,-75.91554,"0303-0056","Undefined"
"92","03-REDR-15.1",43.184383,-76.708267,"0302-0014","Undefined"
"93","03-REDR-2.6",43.29694,-76.76917,"0302-0014","Undefined"
"94","03-RAYS-5.0",43.749069,-75.964699,"0303-0056","Undefined"
"95","03-REDR-9.6",43.23901,-76.721245,"0302-0014","Undefined"
"96","03-SAGE-4.2",43.48312,-76.224731,"0303-0087","Undefined"
"97","03-SALM-7.8",43.55,-76.09444,"0303-0016","Undefined"
"98","03-SAND-2.7",43.74415,-76.18571,"0303-0005","Undefined"
"99","03-SKIN_T5-0.2",43.71098,-76.05319,"0303-0061","Undefined"
"100","03-SNDY-5.8",43.31379,-77.95428,"0301-0006","Undefined"
"101","03-SNDY_E-5.2",43.24,-77.99666,"0301-0051","Undefined"
"102","03-SNDY_E-9.0",43.19944,-78.02611,"0301-0051","Undefined"
"103","03-SKIN_T4-2.6",43.6987,-76.02888,"0303-0061","Undefined"
"104","03-SSAN-14.1",43.77639,-76.01805,"0303-0053","Undefined"
"105","03-SSAN-6.3",43.73694,-76.13222,"0303-0021","Undefined"
"106","03-STNE-3.8",43.84555,-76.18139,"0303-0009","Undefined"
"107","05-COHO-1.4",42.16751,-77.10477,"0502-0010","Undefined"
"108","05-COHO-13.5",42.28978,-77.22628,"0502-0017","Undefined"
"109","05-MCHE-1.5",42.29771,-77.76152,"0503-0026","Undefined"
"110","05-MDCR-0.9",42.29023,-77.22003,"0502-0025","Undefined"
"111","05-MEAD-2.1",42.19293,-77.141882,"0502-0008","Undefined"
"112","05-COHO-11.1",42.252483,-77.21677,"0502-0010","Undefined"
"113","05-COHO-17.3",42.3124,-77.28228,"0502-0017","Undefined"
"114","05-MIGA-0.4",42.22966,-77.20564,"0502-0023","Undefined"
"115","05-NEWT_T30-0.4",42.201117,-76.663515,"0501-0030","Undefined"
"116","05-COHO-23.6",42.36982,-77.36546,"0502-0003","Undefined"
"117","05-COHO-33.6",42.46141,-77.47239,"0502-0003","Undefined"
"118","05-POSC-1.3",42.1587,-77.05452,"0501-0047","Undefined"
"119","05-COHO-5.9",42.20678,-77.16419,"0502-0010","Undefined"
"120","05-COHO-50.9",42.59906,-77.5289,"0502-0018","Undefined"
"121","05-POSC_T5-0.9",42.226545,-76.972573,"0501-0004","Undefined"
"122","05-SAMO-1.2",42.40842,-77.4125,"0502-0036","Undefined"
"123","05-COHO-37.2",42.49526,-77.50321,"0502-0003","Undefined"
"124","05-SEEL-4.0",42.05278,-76.82195,"0501-0013","Undefined"
"125","05-COHO-7.4",42.223251,-77.173208,"0502-0010","Undefined"
"126","05-COHO-8.9",42.230494,-77.19787,"0502-0010","Undefined"
"127","05-SEEL-7.6",42.0334,-76.8772,"0501-0013","Undefined"
"128","05-STEO-28.7",42.25261,-77.51771,"0503-0012","Undefined"
"129","05-COON-0.7",42.29123,-77.04916,"0502-0019","Undefined"
"130","05-STEO-55.4",42.36968,-77.854257,"0503-0013","Undefined"
"131","05-STEO-9.7",42.11616,-77.29912,"0503-0006","Undefined"
"132","05-CUTH-0.6",42.13489,-76.92788,"0501-0044","Undefined"
"133","05-DRUN-3.0",42.244,-77.10099,"0502-0020","Undefined"
"134","05-STEO_T22-0.2",42.199,-77.407,"0503-0006","Undefined"
"135","05-BENN-0.5",42.26543,-77.59466,"0503-0007","Undefined"
"136","05-BENN-4.6",42.22197,-77.61391,"0503-0007","Undefined"
"137","05-FIVM-1.2",42.38849,-77.35784,"0502-0033","Undefined"
"138","05-FIVM-13.0",42.51962,-77.27826,"0502-0034","Undefined"
"139","05-TANC-1.2",42.04317,-77.11189,"0503-0010","Undefined"
"140","05-TMLV-0.7",42.44781,-77.46021,"0502-0040","Undefined"
"141","05-BENN_T14-2.8",42.111839,-77.69363,"0503-0024","Undefined"
"142","05-BWIN_T11-0.7",42.10146,-76.68656,"0501-0023","Undefined"
"143","05-GLED-0.5",42.08022,-77.15833,"0503-0033","Undefined"
"144","05-GLED_N-0.1",42.07956,-77.16466,"0503-0034","Undefined"
"145","05-TMLV-7.8",42.514739,-77.390314,"0502-0040","Undefined"
"146","05-TOGA-1.3",42.14205,-77.10939,"0503-0004","Undefined"
"147","05-STEO-35.7",42.28617,-77.6244,"0503-0001","Undefined"
"148","05-CARI-0.2",42.40856,-77.61823,"0503-0030","Undefined"
"149","05-GOFF-0.5",42.38802,-77.41187,"0502-0013","Undefined"
"150","05-TOGA-6.3",42.08313,-77.14874,"0503-0004","Undefined"
"151","05-CBRO-1.8",42.06369,-76.78584,"0501-0027","Undefined"
"152","05-CDEA-1.8",42.33567,-77.68267,"0503-0008","Undefined"
"153","05-GOLT-1.8",42.08325,-76.75382,"0501-0024","Undefined"
"154","05-HOFF-0.8",42.09147,-76.82686,"0501-0037","Undefined"
"155","05-JAKS-0.1",42.17349,-76.73396,"0501-0036","Undefined"
"156","05-TUSC-0.5",42.10327,-77.23371,"0503-0016","Undefined"
"157","05-TUSC-12.8",42.07932,-77.40748,"0503-0018","Undefined"
"158","05-WANE_T5-0.5",42.471559,-77.09818,"0502-0029","Undefined"
"159","05-CHEM-33.8",42.12615,-77.02604,"0501-0017","Undefined"
"160","05-CHEM-5.4",42.00278,-76.63499,"0501-0014","Undefined"
"161","05-MALL-0.1",42.0547,-76.62339,"0501-0019","Undefined"
"162","05-TRPS-9.5",42.04261,-77.54943,"0503-0038","Undefined"
"163","06-GENE-23.0",42.559585,-75.713318,"0602-0138","Undefined"
"164","06-GREA_W-1.1",42.588448,-75.406755,"0601-0051","Undefined"
"165","06-HAIT-0.1",42.673777,-76.075092,"0602-0132","Undefined"
"166","06-PLEA-1.5",42.719861,-74.76857,"0601-0175","Undefined"
"167","06-PLES-4.7",42.693653,-75.60264,"0602-0071","Undefined"
"168","06-PONY-0.2",42.278278,-76.692328,"0603-0069","Undefined"
"169","06-HAWL-1.9",42.655247,-75.6238,"0602-0150","Undefined"
"170","06-PRCK-3.2",42.09976,-75.777341,"0601-0031","Undefined"
"171","06-PROP-0.1",42.2625,-76.37611,"0603-0032","Undefined"
"172","06-ABEL-0.2",42.649115,-75.786442,"0602-0168","Undefined"
"173","06-BEVR-1.5",42.73444,-75.30972,"0601-0053","Undefined"
"174","06-JAKC-0.4",42.24386,-76.63246,"0603-0068","Undefined"
"175","06-LYON-0.3",42.462915,-75.547991,"0602-0148","Undefined"
"176","06-SLEB-6.3",42.767127,-75.69064,"0602-0156","Undefined"
"177","06-SUSQ-31.1",42.092325,-76.056452,"0603-0002","Undefined"
"178","06-BTNT-12.0",42.511715,-75.27616,"0601-0140","Undefined"
"179","06-BTNT_T6_1-1.0",42.455927,-75.31342,"0601-0050","Undefined"
"180","06-MDUF-2.7",42.253636,-76.58393,"0603-0065","Undefined"
"181","06-MICI-3.7",42.27917,-76.4911,"0603-0055","Undefined"
"182","06-SUSQ-6.9",42.02917,-76.40056,"0603-0016","Undefined"
"183","06-TALE-0.6",42.715074,-75.312334,"0601-0150","Undefined"
"184","06-CATA-1.7",42.14167,-76.29472,"0603-0031","Undefined"
"185","06-CAYU-2.1",42.00389,-76.52361,"0603-0022","Undefined"
"186","06-MUDO-1.3",42.6,-75.87832,"0602-0068","Undefined"
"187","06-NANG_T26-1.3",42.335531,-75.77861,"0602-0136","Undefined"
"188","06-TOGH-29.8",42.56805,-76.12166,"0602-0002","Undefined"
"189","06-TOGH_E-0.1",42.60639,-76.15833,"0602-0020","Undefined"
"190","06-CAYU-8.5",42.115445,-76.547027,"0603-0064","Undefined"
"191","06-CHAS-0.7",42.660369,-74.961192,"0601-0194","Undefined"
"192","06-CORL-0.3",42.20574,-75.53603,"0601-0130","Undefined"
"193","06-NANG_W-0.3",42.884058,-75.638408,"0602-0165","Undefined"
"194","06-NING_T4-1.2",42.661137,-75.983401,"0602-0058","Undefined"
"195","06-USSQ-154.7",42.66192,-74.95021,"0601-0041","Undefined"
"196","06-WACT_E-4.3",42.631174,-75.61954,"0602-0150","Undefined"
"197","06-HUNC-1.5",42.82639,-75.46944,"0602-0051","Undefined"
"198","06-DILA-5.4",42.37722,-75.405,"0601-0003","Undefined"
"199","06-NVUS-0.9",42.48556,-74.96944,"0601-0062","Undefined"
"200","06-WHAR-13.9",42.71042,-75.19549,"0601-0145","Undefined"
"201","06-YALE-3.4",42.33762,-75.47998,"0601-0186","Undefined"
"202","06-DILA_W_T6-1.8",42.901514,-75.24999,"0601-0153","Undefined"
"203","06-DRYT-1.4",42.599427,-76.20369,"0602-0062","Undefined"
"204","06-NVUS_T28-3.5",42.653764,-74.692196,"0601-0169","Undefined"
"205","06-NWIN-0.2",42.88417,-75.18861,"0601-0035","Undefined"
"206","06-YALE-5.4",42.3576,-75.496722,"0601-0187","Undefined"
"207","06-EDDY-3.6",42.41791,-75.584178,"0602-0143","Undefined"
"208","06-ELLS-1.0",42.00833,-76.48083,"0603-0023","Undefined"
"209","06-OTGO-10.8",42.532129,-75.08407,"0601-0161","Undefined"
"210","06-FACT-3.2",42.66195,-76.20555,"0602-0025","Undefined"
"211","06-OTGO_W-3.5",42.62412,-75.080234,"0601-0165","Undefined"
"212","06-OTTC-0.2",42.60722,-76.18249,"0602-0061","Undefined"
"213","06-FIVS-2.2",42.457877,-75.79649,"0602-0137","Undefined"
"214","06-GEEB-2.2",42.50917,-75.91732,"0602-0125","Undefined"
"215","06-OULE-8.4",42.33139,-75.17639,"0601-0057","Undefined"
"216","06-PAGE-8.7",42.2735,-75.7427,"0602-0122","Undefined"
"217","06-CRKL-0.4",42.776611,-76.15469,"0602-0060","Undefined"
"218","06-NVUS-6.4",42.524226,-74.89884,"0601-0062","Undefined"
"219","06-OULE-0.6",42.333176,-75.287505,"0601-0054","Undefined"
"220","06-PAYN-0.4",42.79083,-75.56193,"0602-0003","Undefined"
"221","06-GENE-11.2",42.422402,-75.790287,"0602-0137","Undefined"
"222","06-PERK-1.2",42.642761,-75.766108,"0602-0169","Undefined"
"223","17-VALL-2.2",40.6731,-73.6976,"1701-0225","Undefined"
"224","15-HACK_E-1.5",41.13114,-73.95028,"1501-0030","Undefined"
"225","15-RAMA-16.8",41.31222,-74.14888,"1501-0037","Undefined"
"226","15-RAMA-18.6",41.323767,-74.1723,"1501-0037","Undefined"
"227","15-RAMA-4.8",41.1621,-74.1887,"1501-0012","Undefined"
"228","15-RAMA-1.1",41.12516,-74.164555,"1501-0012","Undefined"
"229","15-RAMA-11.8",41.250157,-74.168322,"1501-0036","Undefined"
"230","15-RAMA_T25_3-0.2",41.335254,-74.16158,"1501-0037","Undefined"
"231","15-RAMA_T25_3-0.3",41.335117,-74.16129,"1501-0037","Undefined"
"232","15-RAMA-13.3",41.27361,-74.15334,"1501-0036","Undefined"
"233","15-RAMA-16.1",41.30722,-74.13695,"1501-0037","Undefined"
"234","15-RAMA-16.5",41.31,-74.14278,"1501-0037","Undefined"
"235","15-RAMA-16.7",41.31028,-74.14361,"1501-0037","Undefined"
"236","1702LLOXX1_C",40.90186945,-73.47806953,"unknown","Undefined"
"237","1701PECXXX1_C",40.916064,-72.694956,"unknown","Undefined"
"238","1701PECXXX1_DH",40.9054,-72.74482,"unknown","Undefined"
"239","13-LHUD-63.6",41.7206,-73.9388,"1301-0001","Undefined"
"240","14-DELA-1.3",41.37194,-74.69695,"1401-0020","Undefined"
"241","01-BUFF-1.7",42.86194,-78.86787,"0103-0001","Undefined"
"242","01-CATT-64.4",42.5693,-78.34674,"0104-0005","Undefined"
"243","07-CCAN-99.8",43.05244,-77.1283,"0704-0020","Undefined"
"244","07-SEOS-38.0",43.06417,-76.67416,"0701-0003","Undefined"
"245","01-ELLI-10.3",42.9788,-78.764,"0102-0018","Undefined"
"246","03-EMIL-5.1",43.27785,-78.71185,"0301-0055","Undefined"
"247","01-YUGA-3.9",42.88333,-78.75652,"0103-0007","Undefined"
"248","07-SEOS-53.0",42.90917,-76.8011,"0705-0023","Undefined"
"249","01-BUFC-2.2",42.85474,-78.75507,"0103-0003","Undefined"
"250","02-ALGY-20.3",42.15716,-78.71793,"0201-0023","Undefined"
"251","07-ONID-0.7",43.20639,-76.26944,"0703-0020","Undefined"
"252","12-CAJO-0.4",42.905,-74.57167,"1201-0027","Undefined"
"253","01-CAZE-1.1",42.850556,-78.80916,"0103-0009","Undefined"
"254","12-MOHK-1.5",42.77833,-73.69667,"1201-0085","Undefined"
"255","11-UHUD-2.7",42.7882,-73.67529,"1101-0002","Undefined"
"256","11-UHUD-27.4",43.09806,-73.57388,"1101-0043","Undefined"
"257","07-SEOS-22.4",43.09861,-76.4236,"0701-0008","Undefined"
"258","12-MOHK-136.0",43.33944,-75.36583,"1201-0068","Undefined"
"259","12-ALPL-1.5",42.8669,-73.90219,"1201-0099","Undefined"
"260","07-OSWE-5.2",43.39806,-76.47166,"0701-0006","Undefined"
"261","12-NMIL-0.5",43.18333,-75.33028,"1201-0014","Undefined"
"262","11-UHUD-40.3",43.26444,-73.59111,"1101-0044","Undefined"
"263","11-UHUD-64.2",43.24861,-73.8325,"1101-0047","Undefined"
"264","12-ORSK-0.9",43.15556,-75.33167,"1204-0008","Undefined"
"265","01-BSIS-2.0",42.65706,-79.03608,"0104-0013","Undefined"
"266","12-LISH-0.8",42.7925,-73.85,"1201-0074","Undefined"
"267","08-BLCK-1.4",44.00444,-76.04527,"0801-0250","Undefined"
"268","12-OTSQ-0.2",42.93083,-74.62139,"1201-0028","Undefined"
"269","01-CATT-2.0",42.5685,-79.10426,"0104-0029","Undefined"
"270","04-GENS-2.6",43.22722,-77.61639,"0401-0001","Undefined"
"271","12-SCHO-0.5",42.937222,-74.28055,"1202-0003","Undefined"
"272","12-BATV-0.2",42.30389,-74.4175,"1202-0001","Undefined"
"273","01-CHAU-0.4",42.33696,-79.60059,"0105-0001","Undefined"
"274","09-STLW-8.3",45.00472,-74.79527,"0901-0001","Undefined"
"275","12-CINC-3.4",43.27306,-75.18722,"1203-0010","Undefined"
"276","12-BALU-0.1",43.10139,-75.20084,"1201-0093","Undefined"
"277","13-MILT-0.1",41.65333,-73.95582,"1301-0194","Special Study"
"278","12-NAIL-0.1",43.10889,-75.2425,"1201-0203","Undefined"
"279","10-RICH-1.6",44.99917,-73.34917,"unknown","Undefined"
"280","12-REAL-0.1",43.11278,-75.21361,"1201-0205","Undefined"
"281","12-STCH-1.0",43.08833,-75.19389,"1201-0067","Undefined"
"282","01-TEEN-0.4",42.71237,-78.96671,"0104-0030","Undefined"
"283","12-MOHK-98.9",43.09056,-75.15777,"1201-0093","RIBS Screening"
"284","12-MOHK-112.9",43.16528,-75.32611,"1201-0010","RIBS Screening"
"285","12-COBL-0.6",42.70722,-74.33833,"1202-0019","Undefined"
"286","12-FOX-1.1",42.67889,-74.30473,"1202-0008","Undefined"
"287","13-MILT-0.2",41.65389,-73.95722,"1301-0194","Special Study"
"288","12-MOHK-124.0",43.21778,-75.43166,"1201-0070","Undefined"
"289","11-DWAS-7.7",42.86639,-73.82139,"1101-0007","Special Study"
"290","01-MURD-4.2",43.04679,-78.51305,"0102-0031","Undefined"
"291","12-CANW-4.0",43.07111,-74.989722,"1203-0023","Undefined"
"292","01-TONA-19.6",43.093333,-78.636389,"0102-0006","Undefined"
"293","13-LHUD-128.9",42.5953,-73.761,"1301-0002","Undefined"
"294","12-MOHK-98.9",43.09056,-75.15777,"1201-0093","Undefined"
"295","01-TONA-92.9",42.79195,-78.31841,"0102-0003","Undefined"
"296","06-NANG-0.7",42.10306,-75.915,"0602-0033","Undefined"
"297","01-NIAG-0.2",43.26111,-79.06306,"0101-0027","Undefined"
"298","07-OSWE-5.2",43.39806,-76.47166,"0701-0006","RIBS Screening"
"299","07-SEOS-22.4",43.09861,-76.4236,"0701-0008","RIBS Screening"
"300","13-KISC-5.0",41.1934,-73.72529,"1302-0061","Special Study"
"301","11-UHUD-2.7",42.7882,-73.67529,"1101-0002","RIBS Screening"
"302","13-KISC_T10-0.4",41.19222,-73.74055,"1302-0061","Special Study"
"303","11-UHUD-27.4",43.09806,-73.57388,"1101-0043","RIBS Screening"
"304","13-KISC_T8-0.6",41.20417,-73.73,"1302-0061","Special Study"
"305","11-UHUD-40.3",43.26444,-73.59111,"1101-0044","RIBS Screening"
"306","11-UHUD-64.2",43.24861,-73.8325,"1101-0047","RIBS Screening"
"307","13-HUNT-4.8",41.29083,-73.83417,"1302-0048","Special Study"
"308","13-WYNT-9.5",42.64528,-73.59527,"1301-0249","RAS"
"309","13-CROS-6.6",41.26028,-73.60194,"1302-0139","Special Study"
"310","13-EBCR-20.7",41.51417,-73.59861,"1302-0057","Special Study"
"311","11-HOOS-20.8",42.95139,-73.39111,"1102-0003","RAS"
"312","13-CROT-5.9",41.22639,-73.85806,"1302-0065","Special Study"
"313","13-HUNT-7.3",41.31556,-73.81249,"1302-0048","Special Study"
"314","13-MBCR_T2-0.6",41.41444,-73.65777,"1302-0107","Special Study"
"315","13-MICH-3.9",41.42889,-73.6725,"1302-0001","Special Study"
"316","13-MICH_T2-0.2",41.40722,-73.66054,"1302-0001","Special Study"
"317","13-EBCR-12.6",41.44722,-73.55639,"1302-0057","Special Study"
"318","11-HOOS-22.7",42.9325,-73.37222,"1102-0003","RAS"
"319","13-PLUM-2.0",41.3225,-73.71361,"1302-0087","Special Study"
"320","07-CCAN-80.1",43.05268,-76.83503,"0704-0008","RIBS Screening"
"321","13-EBCR_T17-1.2",41.45778,-73.54389,"1302-0057","Special Study"
"322","13-KISC-1.1",41.22861,-73.74333,"1302-0060","Special Study"
"323","11-HOOS-25.4",42.90278,-73.34971,"1102-0016","RAS"
"324","07-CCAN-99.8",43.05244,-77.1283,"0704-0020","RIBS Screening"
"325","07-SEOS-38.0",43.06417,-76.67416,"0701-0003","RIBS Screening"
"326","13-PEAC-0.9",41.37944,-73.58721,"1302-0127","Special Study"
"327","13-KISC-1.9",41.21917,-73.74639,"1302-0061","Special Study"
"328","07-ONID-0.7",43.20639,-76.26944,"0703-0020","RIBS Screening"
"329","13-KISC-2.9",41.2087,-73.7404,"1302-0061","Special Study"
"330","11-HOOS-29.3",42.86111,-73.34111,"1102-0017","RAS"
"331","07-SEOS-53.0",42.90917,-76.8011,"0705-0023","RIBS Screening"
"332","13-WYNT-4.1",42.695,-73.64055,"1301-0249","RAS"
"333","13-WYNT-7.6",42.65778,-73.61195,"1301-0249","RAS"
"334","01-CHAU-0.4",42.33696,-79.60059,"0105-0001","RIBS Intensive"
"335","01-BUFC-2.2",42.85474,-78.75507,"0103-0003","RIBS Intensive"
"336","01-CYGA-2.4",43.10106,-78.95743,"0101-0001","RIBS Intensive"
"337","01-CAZE-1.6",42.84589,-78.80645,"0103-0009","RIBS Intensive"
"338","01-ELLI-10.3",42.9788,-78.764,"0102-0018","RIBS Intensive"
"339","13-WYNT-8.7",42.64556,-73.605,"1301-0249","RAS"
"340","01-TEEN-0.4",42.71237,-78.96671,"0104-0030","RIBS Intensive"
"341","01-MURD-4.2",43.04679,-78.51305,"0102-0031","RIBS Intensive"
"342","01-TONA-92.9",42.79195,-78.31841,"0102-0003","RIBS Intensive"
"343","01-TONA-19.4",43.095496,-78.638021,"0102-0006","RIBS Intensive"
"344","13-MILL-0.6",42.635,-73.74083,"1301-0246","RAS"
"345","01-BSIS-2.0",42.65706,-79.03608,"0104-0013","RIBS Intensive"
"346","13-MILL-2.3",42.63472,-73.72,"1301-0246","RAS"
"347","01-YUGA-3.9",42.88333,-78.75652,"0103-0007","RIBS Intensive"
"348","01-CATT-2.0",42.5685,-79.10426,"0104-0029","RIBS Intensive"
"349","13-MILL-5.5",42.60361,-73.70566,"1301-0246","RAS"
"350","13-WYNT-0.7",42.70361,-73.68972,"1301-0066","RAS"
"351","13-MILL-6.7",42.61278,-73.69555,"1301-0246","RAS"
"352","13-WYNT-2.9",42.70194,-73.65721,"1301-0066","RAS"
"353","01-CATT-64.4",42.5693,-78.34674,"0104-0005","RIBS Intensive"
"354","13-MILL-9.3",42.63028,-73.66363,"1301-0246","RAS"
"355","12-ORSK-0.9",43.15556,-75.33167,"1204-0008","RIBS Intensive"
"356","12-REAL-1.1",43.12556,-75.20555,"1201-0205","Undefined"
"357","12-OTSQ-0.2",42.93083,-74.62139,"1201-0028","RIBS Intensive"
"358","03-SALC-0.9",43.27561,-77.18504,"0302-0068","RIBS Screening"
"359","12-SCHO-1.5",42.92805,-74.28444,"1202-0003","RIBS Intensive"
"360","11-TENC-7.6",43.3717,-74.08539,"1104-0159","RIBS Screening"
"361","12-BALU-0.1",43.10139,-75.20084,"1201-0093","RIBS Intensive"
"362","12-STCH-1.0",43.08833,-75.19389,"1201-0067","RIBS Intensive"
"363","12-ALPL-16.1",42.9745,-74.0199,"1201-0099","RIBS Intensive"
"364","12-BATV-0.1",42.30264,-74.41977,"1202-0001","RIBS Intensive"
"365","12-CINC-3.4",43.27306,-75.18722,"1203-0010","RIBS Intensive"
