"","SITE_CODE","LATITUDE","LONGITUDE","WIPWL","PROJECT"
"2094","04-RAGA-9.3",42.68074,-77.78448,"0404-0001","RIBS Screening"
"2095","04-WILD-0.1",42.63733,-77.86657,"0404-0017","Undefined"
"2096","04-SPMI-0.5",42.03717,-77.7596,"0403-0075","Undefined"
"2097","04-WOLF-0.2",42.61456,-78.01183,"0403-0078","RIBS Screening"
"2098","04-UGNS-132.0",42.17073,-77.98468,"0403-0022","RIBS Screening"
"2099","07-COLK-1.3",43.29028,-75.66417,"0703-0060","RIBS Screening"
"2100","04-RSHC-2.5",42.35196,-78.21748,"0403-0061","RIBS Screening"
"2101","04-HEML-1.8",42.82888,-77.55232,"0402-0013","RIBS Screening"
"2102","10-BOQT-13.7",44.24111,-73.43,"1004-0039","RAS"
"2103","10-BOQT-28.5",44.22003,-73.58552,"1004-0046","RAS"
"2104","04-UGNS-146.5",42.02639,-77.90482,"0403-0001","RIBS Screening"
"2105","04-KESH-2.2",42.68402,-77.82854,"0404-0010","Undefined"
"2106","04-RUSH-0.4",42.46475,-78.09518,"0403-0057","RIBS Screening"
"2107","10-BOQT-37.2",44.14694,-73.62695,"1004-0081","RAS"
"2108","04-SILO-3.6",42.71255,-77.96322,"0403-0034","RIBS Screening"
"2109","04-VANM-1.3",42.16775,-77.95762,"0403-0011","Undefined"
"2110","10-BOQT-41.7",44.10583,-73.68584,"1004-0081","RAS"
"2111","04-LMIL-0.4",42.5451,-77.67531,"0404-0024","Undefined"
"2112","04-BKER-0.3",42.30901,-78.04313,"0403-0066","Undefined"
"2113","04-MCMI_S-0.7",42.72172,-77.70262,"0402-0078","Undefined"
"2114","12-CARO-0.3",42.96806,-74.62861,"1201-0076","Undefined"
"2115","12-LSCH-0.4",42.587778,-74.33638,"1202-0046","Undefined"
"2116","01-LTON-3.7",42.92932,-78.19204,"0102-0001","Undefined"
"2117","11-XCR-14.9",43.78305,-74.33194,"1104-0278","Special Study"
"2118","11-XCR-1.9",43.85583,-74.22277,"1104-0064","Special Study"
"2119","01-LTON-3.7",42.92932,-78.19204,"0102-0001","RIBS Intensive"
"2120","01-CATT_S-12.6",42.356,-78.83286,"0104-0006","RIBS Intensive"
"2121","01-CLAR-0.6",42.5429,-79.01499,"0104-0024","RIBS Intensive"
"2122","01-CWAY-0.2",42.47538,-79.36556,"0105-0008","RIBS Intensive"
"2123","13-STOC-1.9",42.10194,-74.31083,"1307-0008","Undefined"
"2124","12-EAST-0.1",42.23667,-74.31778,"1202-0063","Undefined"
"2125","12-DEAN-2.4",43.116944,-75.40055,"1204-0001","Undefined"
"2126","12-FULM-0.4",43.00972,-75.01167,"1201-0012","Undefined"
"2127","02-FREN-12.7",42.09726,-79.65741,"0202-0063","RIBS Screening"
"2128","02-GALL-1.3",42.02083,-79.63194,"0202-0060","Undefined"
"2129","12-NCHU-0.8",42.93861,-74.18222,"1201-0031","Undefined"
"2130","02-OLEA-3.9",42.12032,-78.41948,"0201-0050","RIBS Screening"
"2131","02-WAYM-0.3",42.05028,-78.36639,"0201-0063","RIBS Screening"
"2132","02-WLCK-0.5",42.07555,-78.29277,"0201-0067","RIBS Screening"
"2133","02-BEMS-0.3",42.15372,-79.38167,"0202-0035","RIBS Screening"
"2134","02-CHAD-2.2",42.11245,-79.20303,"0202-0018","RIBS Screening"
"2135","02-ELCK-0.1",42.27528,-78.67,"0201-0012","RIBS Screening"
"2136","01-MUDN-0.6",43.09028,-78.69713,"0102-0029","RIBS Intensive"
"2137","02-GVAL-0.8",42.15886,-78.68337,"0201-0039","RIBS Screening"
"2138","02-NICH-0.3",42.02611,-78.62889,"0201-0002","RIBS Screening"
"2139","02-RICB-0.4",42.05833,-78.64638,"0201-0043","RIBS Screening"
"2140","12-SAUQ-1.6",43.11722,-75.28471,"1201-0069","Undefined"
"2141","02-BIRH-1.4",42.08611,-78.555,"0201-0037","RIBS Screening"
"2142","02-CSPG-4.3",42.14028,-78.89861,"0201-0014","RIBS Screening"
"2143","12-SCHU-0.3",42.935278,-74.203333,"1201-0082","Undefined"
"2144","02-ELMC-1.3",42.16917,-78.95167,"0202-0044","Undefined"
"2145","02-LVAL-0.2",42.16594,-78.74232,"0201-0023","RIBS Screening"
"2146","02-WIND-0.5",42.12028,-78.65444,"0201-0037","RIBS Screening"
"2147","02-MIL2-2.5",42.25417,-79.26852,"0202-0019","Undefined"
"2148","02-SAUN-0.2",42.34222,-78.45472,"0201-0053","RIBS Screening"
"2149","02-BKTH-0.1",42.16222,-78.77361,"0201-0027","RIBS Screening"
"2150","02-DEVR-1.1",42.32972,-78.59028,"0201-0040","RIBS Screening"
"2151","02-BLBA-0.4",42.05833,-79.73194,"0202-0066","RIBS Screening"
"2152","02-PICK-1.2",42.32667,-79.2911,"0202-0031","RIBS Screening"
"2153","09-CGAY-4.9",44.94056,-74.12416,"0902-0055","Special Study"
"2154","12-MOHK-104.9",43.111667,-75.244722,"1201-0093","Undefined"
"2155","12-CANW-9.2",43.139,-74.972,"1203-0023","RAS"
"2156","12-MOHK-64.6",42.933611,-74.617778,"1201-0090","Undefined"
"2157","12-SCHO-79.0",42.21639,-74.24277,"1202-0021","Undefined"
"2158","02-FIVE-0.3",42.09486,-78.50183,"0201-0047","RIBS Screening"
"2159","02-TUNG-7.1",42.07155,-78.64404,"0201-0002","RIBS Screening"
"2160","12-CANW-4.0",43.07111,-74.989722,"1203-0023","RAS"
"2161","12-CANW-15.2",43.17444,-75.00945,"1203-0082","RAS"
"2162","13-MILT-0.1",41.65333,-73.95582,"1301-0194","RAS"
"2163","01-RANS-3.1",43.01944,-78.66266,"0102-0027","RIBS Intensive"
"2164","01-SMOK-2.4",42.81989,-78.82444,"0101-0007","RIBS Intensive"
"2165","12-OTSQ-8.9",42.92389,-74.75805,"1201-0078","Undefined"
"2166","01-TEES-2.6",42.680555,-78.878611,"0104-0016","Undefined"
"2167","02-DUHW-0.6",42.12389,-79.31166,"0202-0037","RIBS Screening"
"2168","12-CANW-20.3",43.21868,-75.0576,"1203-0011","RAS"
"2169","12-SPRC-2.5",43.140278,-74.78611,"1201-0156","Undefined"
"2170","02-FREW-0.9",42.05139,-79.16054,"0202-0027","RIBS Screening"
"2171","02-MOON-0.1",42.11722,-79.19972,"0202-0032","RIBS Screening"
"2172","13-MILT-0.3",41.65553,-73.95722,"1301-0194","RAS"
"2173","11-XCR-20.6",43.77945,-74.4236,"1104-0278","Special Study"
"2174","01-TEES-3.1",42.6753,-78.87256,"0104-0016","RIBS Intensive"
"2175","07-CCAN-80.1",43.05268,-76.83503,"0704-0008","Undefined"
"2176","12-SPRT-0.2",43.11306,-74.75472,"1201-0163","Undefined"
"2177","02-GATE-0.1",42.32084,-78.46221,"0201-0054","RIBS Screening"
"2178","02-GALL-1.3",42.02083,-79.63194,"0202-0060","RIBS Screening"
"2179","12-CANW-27.6",43.271,-75.15899,"1203-0011","RAS"
"2180","01-CATT_S-12.6",42.356,-78.83286,"0104-0006","Undefined"
"2181","02-HASK-3.1",42.08861,-78.36443,"0201-0009","RIBS Screening"
"2182","02-MUDA-3.0",42.26722,-79.04556,"0202-0048","RIBS Screening"
"2183","01-MUDN-2.6",43.100278,-78.667222,"0102-0029","Undefined"
"2184","01-CLAR-0.6",42.5429,-79.01499,"0104-0024","Undefined"
"2185","02-WRGT-0.5",42.19778,-78.65056,"0201-0041","RIBS Screening"
"2186","12-CANW-41.1",43.35444,-74.99805,"1203-0008","RAS"
"2187","01-RANS-3.1",43.01944,-78.66266,"0102-0027","Undefined"
"2188","01-CWAY-0.2",42.47538,-79.36556,"0105-0008","Undefined"
"2189","12-CANW-50.2",43.39556,-74.86,"1203-0008","RAS"
"2190","01-SMOK-2.4",42.81989,-78.82444,"0101-0007","Undefined"
"2191","09-STLW-49.8",44.71833,-75.47027,"0901-0004","Undefined"
"2192","02-BROW-0.7",42.025,-79.595,"0202-0061","RIBS Screening"
"2193","01-BUFF-1.7",42.86194,-78.86787,"0103-0001","RIBS Intensive"
"2194","03-SNDY-11.7",43.28722,-78.04166,"0301-0006","RAS"
"2195","03-SNDY_E-0.2",43.2725,-78.0461,"0301-0051","RAS"
"2196","13-WSBK-0.1",42.55,-73.37861,"1310-0022","RAS"
"2197","03-SNDY_E-6.9",43.22556,-78.01917,"0301-0051","RAS"
"2198","07-OWLI-15.0",42.585,-76.36819,"0706-0014","RAS"
"2199","11-SUNK-1.2",42.8394,-73.5065,"1102-0024","RIBS Screening"
"2200","11-TOMH-0.1",42.9012,-73.63789,"1102-0020","RIBS Screening"
"2201","11-STEB-1.1",43.32997,-73.83,"1104-0177","RIBS Screening"
"2202","11-BLBK-0.1",43.98611,-73.71584,"1104-0191","RIBS Screening"
"2203","11-DALY-1.3",43.26889,-73.95472,"1104-0101","RIBS Screening"
"2204","11-FREC-0.1",43.105,-74.16221,"1104-0117","RIBS Screening"
"2205","11-LWHI-3.8",42.95972,-73.30916,"1102-0007","RIBS Screening"
"2206","11-NIPO-3.8",42.91278,-73.43916,"1102-0004","RIBS Screening"
"2207","11-BATT-28.6",43.10338,-73.272078,"1103-0012","RIBS Screening"
"2208","11-MIAM-6.9",43.56778,-74.46694,"1104-0060","RIBS Screening"
"2209","11-OTTE-0.8",42.8697,-73.5436,"1102-0022","RIBS Screening"
"2210","11-SANC-0.1",43.2701,-74.05979,"1104-0147","RIBS Screening"
"2211","11-HOOS-35.3",42.80889,-73.28611,"1102-0018","RIBS Screening"
"2212","11-POWA-2.0",42.93528,-73.50749,"1102-0025","RIBS Screening"
"2213","11-CLOV-1.8",43.07472,-73.96056,"1101-0013","RIBS Screening"
"2214","11-BEVS-0.3",43.17167,-73.33305,"1103-0004","RIBS Screening"
"2215","03-SNDY_E-9.0",43.19944,-78.02611,"0301-0051","RAS"
"2216","03-SNDY_E-5.2",43.24,-77.99666,"0301-0051","RAS"
"2217","07-OWLI-3.0",42.71667,-76.43773,"0706-0002","RAS"
"2218","13-WOOD-0.1",41.4075,-74.07555,"1303-0014","Undefined"
"2219","13-WSBK-3.0",42.58778,-73.37139,"1310-0022","RAS"
"2220","13-WOOD-0.8",41.4,-74.08222,"1303-0014","Undefined"
"2221","03-SNDY_W-0.5",43.275,-78.05695,"0301-0052","RAS"
"2222","07-OWLI-5.3",42.69111,-76.42608,"0706-0002","RAS"
"2223","13-WOOD-4.3",41.36,-74.10806,"1303-0014","Undefined"
"2224","13-WOOD-5.7",41.34444,-74.12139,"1303-0014","Undefined"
"2225","13-WSBK-3.4",42.59139,-73.37472,"1310-0022","RAS"
"2226","07-OWLI-7.1",42.66907,-76.43181,"0706-0002","RAS"
"2227","13-WOOD_T6-0.4",41.3561,-74.1179,"1303-0014","Undefined"
"2228","07-OWLI-9.9",42.64202,-76.40777,"0706-0014","RAS"
"2229","13-WOOD_T7-0.2",41.34528,-74.12361,"1303-0014","Undefined"
"2230","03-SNDY-1.1",43.34225,-77.9018,"0301-0006","RAS"
"2231","03-SNDY-5.8",43.31379,-77.95428,"0301-0006","RAS"
"2232","07-OWLI-12.4",42.6175,-76.38445,"0706-0014","RAS"
"2233","07-OWLI-13.8",42.59889,-76.37366,"0706-0014","RAS"
"2234","11-ROGE-0.8",43.83694,-73.77444,"1104-0190","RIBS Screening"
"2235","11-KENY-1.8",43.46361,-73.93611,"1104-0036","RIBS Screening"
"2236","03-FLLB-0.3",43.49972,-75.71444,"0303-0080","RIBS Screening"
"2237","03-LSAN-1.2",43.63472,-76.15361,"0303-0013","Undefined"
"2238","03-SOYB-0.1",43.5254,-75.78669,"0303-0070","RIBS Screening"
"2239","03-TROB-0.6",43.54694,-76.04417,"0303-0071","RIBS Screening"
"2240","07-GLNK-0.6",42.37611,-76.86889,"0705-0082","RIBS Screening"
"2241","07-HEMK-0.1",42.65805,-76.43,"0706-0018","RIBS Screening"
"2242","07-SILR-2.0",42.87944,-76.84,"0705-0048","RIBS Screening"
"2243","07-BRDY-1.2",43.12806,-75.67278,"0703-0032","RIBS Screening"
"2244","07-MACK-0.1",42.7,-76.74445,"0705-0070","RIBS Screening"
"2245","07-SHLD-1.3",42.65445,-76.71889,"0705-0070","RIBS Screening"
"2246","07-BRDY-1.2",43.12806,-75.67278,"0703-0032","Undefined"
"2247","12-EAST-0.1",42.23667,-74.31778,"1202-0063","RIBS Intensive"
"2248","12-SCHO-79.0",42.21639,-74.24277,"1202-0021","RIBS Intensive"
"2249","07-COBK-0.2",43.3305,-75.72509,"0703-0061","RIBS Screening"
"2250","07-COWA-10.7",43.07639,-75.69639,"0703-0093","RIBS Screening"
"2251","07-FSHO_E-2.9",43.302,-75.61794,"0703-0066","RIBS Screening"
"2252","07-LITR-0.2",43.29083,-75.7175,"0703-0078","RIBS Screening"
"2253","12-CARO-0.3",42.96806,-74.62861,"1201-0076","RIBS Intensive"
"2254","12-NCHU-0.8",42.93861,-74.18222,"1201-0031","RIBS Intensive"
"2255","12-OTSQ-8.9",42.92389,-74.75805,"1201-0078","RIBS Intensive"
"2256","12-SPRC-0.8",43.12278,-74.775,"1201-0156","RIBS Intensive"
"2257","12-CANW-0.9",43.03861,-74.98528,"1203-0023","RAS"
"2258","12-SCHU-0.1",42.93611,-74.20028,"1201-0082","RIBS Intensive"
"2259","12-SPRT-0.2",43.11306,-74.75472,"1201-0163","RIBS Intensive"
"2260","12-LSCH-1.7",42.58111,-74.31722,"1202-0046","RIBS Intensive"
"2261","12-SAUQ-1.7",43.11306,-75.29444,"1201-0069","RIBS Intensive"
"2262","07-GEDD-1.4",43.05761,-76.23376,"0702-0007","RIBS Screening"
"2263","07-SRAG-6.6",43.08,-75.82638,"0703-0095","RIBS Screening"
"2264","12-DEAN-2.6",43.11555,-75.40388,"1204-0001","RIBS Intensive"
"2265","07-NINE-0.7",43.08083,-76.22667,"0702-0005","Undefined"
"2266","11-KRMK-1.1",43.00834,-73.62083,"1101-0064","RIBS Screening"
"2267","03-NIMI-0.8",43.40167,-76.62778,"0302-0005","RIBS Screening"
"2268","07-BVRK-0.3",42.97139,-77.36472,"0704-0038","RIBS Screening"
"2269","11-ROAB-0.8",43.4229,-73.94168,"1104-0036","RIBS Screening"
"2270","07-ALDC-0.1",43.52778,-75.54916,"0703-0067","RIBS Screening"
"2271","07-SIXC-5.1",43.29667,-76.29694,"0703-0042","RIBS Screening"
"2272","11-GEYS-1.6",43.04975,-73.80416,"1101-0071","RIBS Screening"
"2273","11-SNOK_N-2.4",43.23583,-73.62805,"1101-0080","RIBS Screening"
"2274","11-STUR-0.6",43.24389,-73.83417,"1101-0019","RIBS Screening"
"2275","07-GULY-0.6",42.80796,-76.70235,"0705-0052","RIBS Screening"
"2276","11-HART-1.5",43.10722,-73.50111,"1103-0010","RIBS Screening"
"2277","11-SNOK_N-2.4",43.23583,-73.62805,"1101-0080","Undefined"
"2278","03-LSAN-6.2",43.64639,-76.06416,"0303-0013","RIBS Screening"
"2279","07-HALC-0.3",43.22417,-75.80833,"0703-0057","RIBS Screening"
"2280","07-OWAS-4.0",43.035,-76.62749,"0706-0008","RIBS Screening"
"2281","07-SKAN-2.2",43.07278,-76.48,"0707-0003","Undefined"
"2282","11-ANTH-1.0",42.90972,-73.69167,"1101-0025","Undefined"
"2283","11-STUR-0.6",43.24389,-73.83417,"1101-0019","Undefined"
"2284","03-PRIN-0.5",43.5175,-75.75945,"0303-0079","RIBS Screening"
"2285","07-BSWP-1.3",42.81111,-76.34306,"0707-0005","RIBS Screening"
"2286","07-ENFD-0.2",42.39861,-76.54527,"0705-0065","RIBS Screening"
"2287","07-SUKR-0.1",42.90694,-76.81611,"0705-0047","RIBS Screening"
"2288","07-KDIG-4.5",42.84861,-76.89194,"0705-0024","RIBS Screening"
"2289","07-PAIN-1.4",42.72694,-76.68555,"0705-0053","RIBS Screening"
"2290","11-WBLA-0.9",43.23972,-73.37972,"1103-0017","RIBS Screening"
"2291","11-BGBK-1.0",43.47167,-73.78361,"1104-0192","RIBS Screening"
"2292","03-REDR-2.6",43.29694,-76.76917,"0302-0014","RIBS Screening"
"2293","07-BUTM-0.1",42.41778,-76.525,"0705-0061","RIBS Screening"
"2294","07-PTRK-0.6",43.38111,-75.54723,"0703-0073","RIBS Screening"
"2295","07-RDCK-0.1",42.79167,-76.76638,"0705-0070","RIBS Screening"
"2296","07-KNDA-0.1",42.74667,-76.91917,"0705-0073","RIBS Screening"
"2297","07-BLDY-0.1",43.09639,-76.20167,"0702-0006","RIBS Screening"
"2298","11-MORN-3.9",42.97583,-73.84834,"1101-0073","RIBS Screening"
"2299","07-WEST-10.3",42.73895,-77.25699,"0704-0050","RIBS Screening"
"2300","03-SALM_N-0.8",43.54222,-75.81361,"0303-0075","RIBS Screening"
"2301","07-FSHO_E-11.6",43.38805,-75.55695,"0703-0067","RIBS Screening"
"2302","07-SCHF-0.4",42.9125,-77.37639,"0704-0039","Undefined"
"2303","07-BLAN-0.4",43.23611,-75.88528,"0703-0056","RIBS Screening"
"2304","07-LEY-2.1",43.09,-76.145,"0702-0001","RIBS Screening"
"2305","07-FSHK-0.3",42.97537,-77.38537,"0704-0037","RIBS Screening"
"2306","11-NORH-1.2",43.68667,-73.98943,"1104-0256","Undefined"
"2307","01-WATM-0.3",42.44569,-78.82674,"0104-0074","RIBS Screening"
"2308","01-WLNT-0.1",42.54562,-79.16882,"0105-0006","RIBS Screening"
"2309","01-HAMP-1.2",42.69139,-78.83417,"0104-0041","RIBS Screening"
"2310","01-LTON-7.5",42.89305,-78.16666,"0102-0001","RIBS Screening"
"2311","01-YUGA-31.5",42.792,-78.39651,"0103-0002","RIBS Screening"
"2312","11-MORN-3.9",42.97583,-73.84834,"1101-0073","RAS"
"2313","13-WYNT-7.7",42.65667,-73.6111,"1301-0249","Undefined"
"2314","13-WYNT-8.6",42.64556,-73.60777,"1301-0249","Undefined"
"2315","01-SMOK-8.6",42.79325,-78.75204,"0101-0035","RIBS Screening"
"2316","01-SPIG-0.7",42.56306,-78.34333,"0104-0005","RIBS Screening"
"2317","11-MORN-6.0",42.97,-73.87972,"1101-0073","RAS"
"2318","01-STOY-1.2",42.50286,-78.50864,"0104-0008","RIBS Screening"
"2319","01-SMOK_S-9.0",42.75136,-78.74587,"0101-0037","RIBS Screening"
"2320","01-BEAM-0.1",42.67204,-78.43686,"0103-0004","RIBS Screening"
"2321","11-MORN-7.9",42.95417,-73.90278,"1101-0073","RAS"
"2322","01-TEEN-15.9",42.68462,-78.77728,"0104-0017","RIBS Screening"
"2323","01-STYB-0.1",42.75974,-78.31082,"0102-0041","RIBS Screening"
"2324","11-MORN-12.0",42.98528,-73.93139,"1101-0073","RAS"
"2325","01-CAZE_E-0.3",42.75729,-78.64475,"0103-0011","RIBS Screening"
"2326","01-TANY-0.1",42.86964,-78.28452,"0102-0038","RIBS Screening"
"2327","01-THAT-0.9",42.459,-78.93738,"0104-0073","Undefined"
"2328","01-CAZE_W-0.6",42.75429,-78.6514,"0103-0013","RIBS Screening"
"2329","01-TWEN-0.4",42.26056,-79.77917,"unknown","RIBS Screening"
"2330","01-TEEN-0.4",42.71237,-78.96671,"0104-0030","RIBS Screening"
"2331","01-CROW-0.4",42.84372,-78.27525,"0102-0023","Undefined"
"2332","01-TWEN-13.5",42.17861,-79.66833,"0105-0003","RIBS Screening"
"2333","01-TEES-3.1",42.6753,-78.87256,"0104-0016","RIBS Screening"
"2334","13-VLY4-0.1",42.66583,-73.895,"1311-0021","RIBS Screening"
"2335","15-SUNY-0.2",41.15924,-74.09836,"1501-0035","RIBS Screening"
"2336","13-FEUR-4.7",42.53303,-73.88438,"1301-0095","RIBS Screening"
"2337","13-SHEN-0.1",41.5704,-73.8067,"1304-0027","RIBS Screening"
"2338","13-SIVR-0.6",42.4881,-73.98171,"1301-0231","RIBS Screening"
"2339","13-WFLY-0.4",42.43681,-74.03253,"1309-0027","RIBS Screening"
"2340","12-BRWC-0.6",42.80067,-73.94111,"unknown","Special Study"
"2341","03-PRCH-3.0",44.02861,-76.04583,"0303-0040","RIBS Screening"
"2342","03-SKIN-2.6",43.69183,-76.14108,"0303-0060","RIBS Screening"
"2343","08-FALK-0.3",43.54611,-75.31719,"0801-0406","RIBS Screening"
"2344","08-ICEE-0.2",43.55986,-74.90392,"0801-0452","RIBS Screening"
"2345","12-ALPL-1.8",42.86985,-73.90183,"1201-0099","Undefined"
"2346","12-INDK-1.2",42.87556,-73.9175,"1201-0100","RAS"
"2347","12-INDK-3.7",42.88194,-73.94749,"1201-0100","RAS"
"2348","03-NIMI-0.8",43.40167,-76.62778,"0302-0005","Undefined"
"2349","07-FLNT-3.6",42.94472,-77.08949,"0704-0044","Undefined"
"2350","08-KLSY-0.1",43.98944,-75.92416,"0801-0191","RIBS Screening"
"2351","08-MILE-0.7",43.52561,-75.2995,"0801-0408","RIBS Screening"
"2352","08-PINC-0.4",43.62389,-75.25832,"0801-0348","RIBS Screening"
"2353","08-AWAT-1.0",43.72081,-75.47881,"0801-0222","RIBS Screening"
"2354","08-STNK-1.9",43.91014,-75.58485,"0801-0270","RIBS Screening"
"2355","08-WITR-1.2",43.569,-75.40761,"0801-0231","RIBS Screening"
"2356","12-INDK-2.0",42.87556,-73.92805,"1201-0100","RAS"
"2357","12-INDK_T1-0.1",42.87722,-73.92,"1201-0100","RAS"
"2358","13-ROKY-1.0",42.62411,-73.378,"1310-0022","RIBS Screening"
"2359","08-DEER_W-2.2",43.7508,-75.7555,"0801-0267","RIBS Screening"
"2360","08-SUND-0.2",43.87022,-75.13825,"0801-0210","RIBS Screening"
"2361","03-SDUS-2.5",43.19202,-76.91234,"0302-0007","Undefined"
"2362","07-CAYG-1.1",42.41606,-76.52838,"0705-0059","Undefined"
"2363","08-PINK-0.8",43.41481,-75.17245,"0801-0442","RIBS Screening"
"2364","08-BLCK-53.4",43.77489,-75.44699,"0801-0199","RIBS Screening"
"2365","08-MLCK_T2-0.1",43.62847,-75.41475,"0801-0342","RIBS Screening"
"2366","11-SACN-0.1",43.31361,-73.845,"1104-0025","Undefined"
"2367","07-LIME-2.8",43.08833,-75.99389,"0703-0008","Undefined"
"2368","07-WFSHO_E-2.9",43.302057,-75.61808,"0703-0068","Undefined"
"2369","11-BATT-10.2",43.09833,-73.45694,"1103-0011","Undefined"
"2370","08-TWIL-0.9",43.45067,-75.01492,"0801-0237","RIBS Screening"
"2371","08-BLCK-64.9",43.71,-75.39971,"0801-0199","RIBS Screening"
"2372","08-EAGL-1.0",43.77272,-74.82064,"0801-0374","RIBS Screening"
"2373","08-MUKE-2.9",43.80264,-75.6725,"0801-0265","RIBS Screening"
"2374","08-TANE-0.4",43.67769,-75.35508,"0801-0318","RIBS Screening"
"2375","12-INDK-2.4",42.8775,-73.93416,"1201-0100","RAS"
"2376","12-INDK_T2-0.2",42.87361,-73.93333,"1201-0100","RAS"
"2377","07-OWLI-3.0",42.71667,-76.43773,"0706-0002","Undefined"
"2378","08-LMOO-1.9",43.66228,-74.94861,"0801-0227","RIBS Screening"
"2379","08-BEAD-0.1",43.78167,-75.28394,"0801-0221","RIBS Screening"
"2380","11-WSTN-0.1",43.254722,-74.22361,"1104-0130","Undefined"
"2381","08-COOL-0.4",43.58314,-75.33331,"0801-0404","RIBS Screening"
"2382","12-INDK_T2-1.4",42.86722,-73.95055,"1201-0100","RAS"
"2383","07-BNUT-20.6",42.91161,-76.07082,"0703-0100","Undefined"
"2384","08-OTLO-0.7",43.57539,-75.13557,"0801-0419","RIBS Screening"
"2385","15-WARI-0.9",41.22191,-74.197913,"1501-0036","RIBS Screening"
"2386","13-FISH-16.3",41.58778,-73.78972,"1304-0010","RIBS Screening"
"2387","13-WICC-2.0",41.52558,-73.83225,"1304-0010","RIBS Screening"
"2388","12-SCHE-0.7",42.81725,-73.92225,"1201-0040","RAS"
"2389","13-WSBK-0.1",42.55,-73.37861,"1310-0022","RIBS Screening"
"2390","03-STNE-3.8",43.84555,-76.18139,"0303-0009","RIBS Screening"
"2391","13-PEEK-1.3",41.3139,-73.9089,"1301-0049","RIBS Screening"
"2392","13-FISH-29.8",41.65693,-73.68593,"1304-0011","RIBS Screening"
"2393","16-BURT-2.2",41.64389,-73.59142,"1601-0015","RIBS Screening"
"2394","12-COWC-0.8",42.80975,-73.92896,"1201-0040","RAS"
"2395","08-PHIL-3.9",44.00945,-75.92472,"0801-0196","RIBS Screening"
"2396","11-MORN-4.0",42.976667,-73.850833,"1101-0073","Undefined"
"2397","13-QBRC-0.7",41.3022,-74.0386,"1301-0160","RIBS Screening"
"2398","13-TMIL-3.0",42.43639,-74.13305,"1309-0030","RIBS Screening"
"2399","16-CHUR-0.6",41.73619,-73.58053,"1601-0011","RIBS Screening"
"2400","11-HOOS-20.8",42.95139,-73.39111,"1102-0003","Undefined"
"2401","08-BAKB-1.0",43.38794,-75.16658,"0801-0442","RIBS Screening"
"2402","11-TOMH-0.1",42.9012,-73.63789,"1102-0020","Undefined"
"2403","08-BURN-3.1",43.82947,-75.25346,"0801-0221","RIBS Screening"
"2404","15-PINB-0.5",41.07867,-74.06771,"1501-0033","RIBS Screening"
"2405","13-BABK-0.1",42.51292,-73.50897,"1310-0022","RIBS Screening"
"2406","11-WALL-6.2",42.93945,-73.285,"1102-0001","Undefined"
"2407","08-CRYS-1.6",43.83278,-75.45084,"0801-0240","RIBS Screening"
"2408","08-EDIK-3.7",43.73244,-75.67106,"0801-0269","RIBS Screening"
"2409","13-QKER-0.9",41.32722,-74.41639,"1306-0025","RIBS Screening"
"2410","13-VLOM-0.9",42.54778,-73.76888,"1301-0239","RIBS Screening"
"2411","16-MLHU-1.0",41.82408,-73.50528,"1601-0026","RIBS Screening"
"2412","02-DODG-1.0",42.04287,-78.32906,"0201-0065","Undefined"
"2413","08-BARE-3.7",43.52942,-75.12756,"0801-0429","RIBS Screening"
"2414","08-HUFC-0.5",43.886944,-75.509722,"0801-0272","RIBS Screening"
"2415","08-OLMS-0.3",43.5462,-75.40149,"0801-0231","RIBS Screening"
"2416","15-HACK_E-1.5",41.13114,-73.95028,"1501-0030","RIBS Screening"
"2417","13-MILU-2.7",41.77541,-73.65602,"1305-0023","RIBS Screening"
"2418","02-ISCH-2.2",42.193889,-78.381389,"0201-0051","Undefined"
"2419","08-INDB-1.4",43.70833,-75.01805,"0801-0355","RIBS Screening"
"2420","13-CROI-2.3",42.44618,-73.80679,"1301-0230","RIBS Screening"
"2421","08-ROAR-2.2",43.74124,-75.42461,"0801-0222","RIBS Screening"
"2422","08-THRK-0.7",43.73064,-74.88431,"0801-0098","RIBS Screening"
"2423","15-RING-0.2",41.15235,-74.24035,"1501-0064","RIBS Screening"
"2424","13-ONES-0.6",42.53556,-73.84084,"1301-0095","RIBS Screening"
"2425","08-TWIT-0.9",43.85081,-74.9978,"0801-0211","RIBS Screening"
"2426","13-DRAK-0.1",41.74786,-73.81528,"1305-0018","RIBS Screening"
"2427","13-WAPP-5.0",41.62556,-73.8925,"1306-0061","RIBS Screening"
"2428","16-STBK-0.1",41.71054,-73.62211,"1601-0017","RIBS Screening"
"2429","02-TUNG-1.3",42.02327,-78.63329,"0201-0002","Undefined"
"2430","08-MLER-0.4",43.57303,-75.32928,"0801-0404","RIBS Screening"
"2431","15-INKL-1.1",41.236,-74.19875,"1501-0036","RIBS Screening"
"2432","13-EIGT-0.6",42.4355,-74.12272,"1309-0030","RIBS Screening"
"2433","13-SEEK-0.5",41.69573,-73.65932,"1304-0011","RIBS Screening"
"2434","03-KENT-4.0",44.0958,-76.28079,"0303-0034","RIBS Screening"
"2435","08-CLBK-0.1",43.493,-75.27255,"0801-0404","RIBS Screening"
"2436","02-QRUN-0.3",42.02971,-78.85448,"0201-0029","Undefined"
"2437","12-INDK-3.6",42.88167,-73.94778,"1201-0100","RAS"
